SEXO,EDAD,a1992,a1993,a1994,a1995,a1996,a1997,a1998,a1999,a2000,a2001,a2002,a2003,a2004,a2005,a2006,a2007,a2008,a2009,a2010,a2011,a2012,a2013,a2014,a2015,a2016,a2017,a2018,a2019,a2020,a2021,a2022,a2023,a2024,a2025,a2026,a2027,a2028,a2029,a2030,a2031,a2032,a2033,a2034,a2035,a2036,a2037,a2038,a2039,a2040,a2041,a2042,a2043,a2044,a2045,a2046,a2047,a2048,a2049,a2050
2,36,104555,106838,108703,110516,112572,115121,117728,120005,121715,122868,123591,123913,123589,122452,120987,120487,121294,123567,126290,128619,129368,128929,128120,128166,129542,132882,137052,140582,143296,145004,147541,152086,158677,167039,169897,172735,169228,165153,162430,158884,154816,150336,145934,141999,137351,133918,130382,126536,124040,122074,122075,124340,127906,131143,131955,131351,129307,127612,128311
2,37,101947,104455,106743,108614,110435,112500,115055,117667,119949,121664,122824,123559,123939,123630,122542,121104,120648,121443,123714,126543,128923,129526,129164,128412,128630,130630,134594,139322,142825,144203,145221,147608,152119,158699,167054,169911,172749,169246,165175,162454,158911,154847,150370,145972,142039,137395,133964,130431,126588,124094,122129,122131,124396,127961,131197,132009,131406,129364,127670
2,38,99243,101837,104351,106645,108523,110353,112425,114986,117601,119888,121610,122782,123570,123964,123699,122637,121240,120773,121566,123937,126812,129049,129723,129412,128816,129600,132169,136636,141338,143630,144383,145266,147623,152125,158700,167050,169906,172744,169245,165178,162460,158921,154860,150387,145993,142063,137422,133994,130464,126624,124131,122169,122171,124436,127999,131235,132047,131445,129405
2,39,96473,99125,101723,104242,106544,108431,110267,112345,114910,117530,119822,121556,122777,123578,124012,123770,122746,121339,120872,121758,124172,126910,129208,129928,129757,129674,130994,133995,138439,142048,143775,144405,145263,147613,152112,158683,167028,169884,172722,169227,165163,162449,158913,154857,150387,145997,142071,137434,134009,130482,126645,124154,122194,122197,124461,128024,131258,132071,131470
2,40,93114,96346,99003,101606,104132,106442,108336,110179,112261,114830,117456,119759,121532,122765,123602,124058,123851,122819,121413,121032,121960,124243,127036,129373,130220,130510,130957,132623,135604,139062,142160,143776,144384,145237,147584,152081,158649,166990,169845,172683,169192,165133,162422,158890,154838,150373,145987,142064,137431,134009,130485,126651,124164,122205,122209,124472,128034,131268,132081
2,41,89322,92980,96215,98877,101487,104019,106336,108235,110083,112171,114745,117380,119717,121500,122767,123623,124111,123896,122865,121541,121199,122004,124337,127165,129615,130875,131688,132401,134050,136145,139143,142141,143737,144341,145193,147538,152034,158598,166935,169790,172628,169141,165087,162380,158852,154804,150344,145961,142043,137414,133996,130475,126645,124159,122203,122208,124471,128031,131264
2,42,81769,89181,92841,96080,98747,101364,103902,106223,108127,109979,112072,114656,117320,119665,121479,122764,123650,124130,123917,122961,121675,121217,122069,124435,127365,130191,131957,132985,133684,134524,136201,139107,142085,143675,144280,145132,147478,151972,158532,166864,169719,172557,169075,165026,162322,158799,154755,150300,145923,142008,137384,133970,130453,126626,124143,122189,122195,124457,128016
2,43,77459,81626,89034,92695,95938,98611,101234,103776,106101,108009,109867,111970,114578,117249,119623,121453,122764,123643,124123,123980,123060,121669,121257,122141,124602,127882,131166,133142,134156,134104,134556,136149,139035,142008,143598,144203,145057,147403,151895,158451,166778,169633,172469,168993,164949,162250,158731,154693,150243,145870,141961,137342,133931,130418,126595,124115,122163,122170,124432
2,44,76012,77307,81474,88876,92540,95787,98466,101092,103638,105966,107880,109747,111871,114487,117184,119572,121426,122730,123610,124155,124044,123029,121683,121303,122279,125071,128775,132263,134225,134530,134113,134488,136063,138945,141914,143506,144112,144967,147313,151802,158355,166675,169530,172366,168895,164858,162163,158649,154616,150172,145805,141900,137286,133879,130370,126552,124075,122126,122134
2,45,73444,75845,77146,81312,88709,92377,95627,98309,100939,103487,105821,107744,109628,111760,114399,117109,119519,121366,122670,123609,124184,123987,123015,121701,121410,122700,125883,129787,133261,134552,134514,134025,134386,135957,138837,141805,143397,144005,144862,147207,151695,158243,166557,169411,172247,168782,164750,162060,158552,154525,150086,145725,141826,137218,133816,130311,126497,124024,122078
2,46,70372,73266,75670,76976,81143,88534,92204,95455,98140,100773,103326,105667,107605,109497,111651,114301,117031,119433,121280,122637,123604,124101,123944,123002,121772,121777,123459,126805,130695,133540,134510,134404,133904,134262,135833,138713,141678,143271,143881,144740,147085,151570,158112,166420,169273,172109,168650,164626,161941,158439,154417,149985,145631,141737,137135,133738,130238,126429,123960
2,47,67627,70186,73082,75488,76801,80968,88350,92021,95273,97961,100598,103158,105511,107455,109367,111532,114201,116923,119322,121219,122601,123495,124027,123898,123034,122081,122462,124287,127620,130926,133470,134376,134260,133760,134120,135692,138570,141535,143129,143741,144601,146946,151428,157965,166265,169118,171953,168501,164484,161804,158308,154294,149869,145521,141633,137038,133646,130151,126348
2,48,65147,67431,69992,72889,75299,76618,80785,88158,91827,95080,97771,100415,102982,105340,107304,109227,111409,114071,116790,119234,121154,122464,123390,123946,123888,123275,122707,123179,124994,127799,130830,133315,134210,134094,133598,133959,135532,138410,141373,142968,143582,144444,146789,151267,157799,166091,168943,171777,168332,164323,161649,158160,154153,149735,145394,141513,136925,133539,130050
2,49,63210,64940,67226,69789,72686,75101,76425,80590,87951,91620,94874,97571,100220,102791,105166,107140,109080,111256,113915,116676,119140,120990,122329,123276,123897,124067,123829,123324,123790,125125,127679,130655,133128,134022,133909,133416,133781,135354,138231,141193,142788,143405,144269,146613,151088,157613,165897,168748,171581,168144,164143,161476,157994,153994,149585,145252,141377,136797,133416
2,50,61443,62989,64722,67010,69574,72473,74891,76221,80382,87730,91399,94657,97357,100008,102594,104978,106967,108902,111077,113774,116552,118950,120825,122184,123189,124018,124577,124349,123842,123871,124980,127484,130448,132917,133813,133704,133216,133583,135158,138033,140994,142590,143209,144075,146418,150890,157408,165682,168532,171365,167936,163944,161283,157809,153817,149416,145091,141224,136652
2,51,59870,61208,62756,64493,66784,69350,72249,74669,76002,80159,87495,91166,94423,97125,99790,102383,104779,106763,108697,110909,113621,116339,118758,120651,122065,123264,124483,125025,124794,123881,123701,124766,127260,130219,132686,133584,133480,132997,133367,134942,137815,140774,142372,142993,143861,146204,150671,157182,165446,168295,171127,167707,163724,161070,157604,153622,149230,144914,141054
2,52,58262,59621,60963,62515,64255,66548,69115,72014,74433,75771,79924,87248,90915,94172,96884,99556,102160,104551,106533,108501,110728,113386,116123,118557,120499,122093,123689,124854,125393,124787,123682,123465,124523,127013,129969,132436,133337,133237,132759,133132,134708,137580,140537,142135,142759,143629,145972,150435,156938,165191,168039,170869,167458,163485,160839,157382,153409,149026,144720
2,53,56637,57999,59363,60708,62264,64007,66300,68866,71762,74181,75523,79673,86978,90643,93908,96626,99307,101905,104295,106308,108291,110470,113147,115897,118376,120484,122473,123990,125151,125341,124559,123423,123202,124261,126749,129703,132169,133073,132977,132504,132881,134458,137328,140283,141882,142508,143380,145722,150180,156675,164917,167763,170592,167191,163228,160590,157142,153178,148806
2,54,54922,56360,57726,59093,60441,61999,63744,66036,68598,71491,73907,75255,79395,86684,90354,93622,96349,99024,101621,104038,106065,108008,110206,112895,115685,118313,120809,122694,124208,125051,125082,124271,123136,122919,123979,126466,129418,131883,132789,132698,132231,132611,134189,137057,140010,141610,142239,143113,145454,149907,156393,164622,167467,170295,166904,162952,160323,156884,152931
2,55,53109,54630,56070,57437,58806,60156,61717,63461,65749,68307,71194,73611,74959,79093,86370,90040,93313,96035,98709,101328,103758,105751,107712,109924,112649,115575,118591,120955,122835,124059,124757,124761,123951,122823,122612,123674,126159,129109,131572,132482,132396,131935,132319,133897,136763,139714,141314,141946,142823,145162,149610,156086,164302,167145,169971,166591,162651,160030,156602
2,56,51576,52800,54320,55761,57128,58499,59850,61410,63152,65435,67988,70870,73285,74639,78772,86030,89702,92968,95688,98382,101011,103410,105421,107395,109641,112489,115803,118657,121016,122634,123726,124398,124402,123600,122480,122276,123340,125824,128771,131233,132145,132065,131610,131998,133577,136440,139389,140989,141625,142503,144842,149283,155749,163951,166792,169616,166247,162320,159709
2,57,50527,51247,52472,53992,55431,56799,58169,59519,61077,62817,65094,67642,70522,72937,74301,78426,85668,89329,92590,95327,98028,100629,103043,105065,107071,109427,112672,115790,118636,120760,122259,123329,124000,124009,123215,122106,121908,122975,125458,128402,130862,131778,131703,131255,131647,133227,136087,139032,140634,141272,142154,144491,148925,155379,163565,166404,169226,165870,161957
2,58,50184,50177,50900,52124,53643,55080,56445,57815,59162,60718,62453,64725,67275,70150,72568,73940,78059,85271,88925,92197,94942,97617,100229,102651,104701,106807,109551,112586,115696,118331,120346,121824,122892,123567,123584,122800,121701,121510,122580,125061,128001,130460,131378,131310,130869,131265,132846,135703,138645,140247,140889,141772,144108,148535,154976,163146,165982,168802,165459
2,59,50204,49805,49808,50533,51756,53271,54705,56068,57434,58779,60331,62062,64337,66884,69759,72176,73557,77662,84846,88507,91781,94501,97185,99804,102251,104391,106873,109404,112431,115349,117882,119877,121354,122423,123104,123128,122355,121266,121084,122156,124635,127571,130028,130950,130888,130454,130855,132437,135290,138228,139831,140476,141363,143696,148116,154543,162694,165528,168345
2,60,50268,49789,49404,49414,50141,51361,52872,54302,55662,57024,58366,59913,61651,63923,66470,69341,71760,73141,77233,84401,88061,91310,94038,96727,99368,101894,104400,106663,109188,112040,114866,117379,119370,120847,121920,122606,122638,121876,120799,120625,121700,124176,127109,129563,130488,130433,130007,130413,131995,134845,137779,139382,140031,140920,143251,147662,154075,162206,165037
2,61,50257,49811,49347,48974,48991,49720,50938,52443,53869,55223,56583,57921,59476,61213,63486,66029,68898,71311,72694,76785,83927,87559,90811,93543,96251,98961,101849,104121,106380,108750,111518,114323,116829,118819,120299,121376,122067,122108,121358,120294,120128,121206,123679,126607,129059,129987,129940,129522,129933,131515,134361,137290,138894,139546,140438,142768,147169,153566,161676
2,62,49784,49753,49323,48873,48513,48540,49269,50484,51984,53405,54756,56113,57460,59014,60754,63024,65564,68422,70830,72227,76308,83398,87027,90277,93022,95790,98853,101495,103763,105885,108183,110932,113728,116231,118220,119702,120783,121481,121531,120793,119743,119585,120667,123137,126059,128508,129441,129400,128992,129408,130990,133831,136756,138360,139016,139911,142238,146628,153007
2,63,48647,49235,49219,48804,48369,48024,48060,48791,50003,51498,52916,54264,55628,56976,58533,60273,62539,65069,67917,70328,71731,75779,82837,86460,89716,92514,95616,98440,101074,103215,105271,107553,110293,113083,115583,117570,119055,120140,120844,120903,120179,119143,118995,120080,122546,125463,127909,128844,128812,128413,128835,130418,133253,136172,137776,138437,139334,141658,146037
2,64,46571,48058,48653,48650,48254,47836,47506,47553,48288,49498,50989,52403,53758,55122,56473,58028,59768,62023,64543,67388,69794,71184,75218,82239,85861,89160,92274,95142,97957,100470,102550,104591,106868,109601,112385,114881,116867,118354,119444,120155,120224,119513,118493,118355,119444,121905,124816,127257,128197,128174,127785,128212,129795,132625,135537,137141,137806,138707,141027
2,65,43897,45947,47430,48033,48045,47668,47269,46956,47015,47754,48964,50450,51870,53224,54589,55939,57493,59226,61472,63987,66822,69208,70603,74618,81606,85260,88852,91742,94598,97299,99751,101816,103854,106126,108852,111630,114120,116106,117595,118689,119407,119487,118791,117788,117661,118752,121209,124112,126549,127493,127479,127100,127534,129117,131940,134845,136449,137118,138022
2,66,41202,43240,45276,46755,47366,47394,47037,46659,46365,46437,47181,48391,49881,51297,52651,54014,55365,56913,58640,60882,63387,66196,68576,69974,73975,80956,84887,88245,91122,93878,96524,98960,101019,103054,105321,108041,110810,113296,115279,116770,117870,118594,118685,118006,117020,116904,117999,120450,123345,125777,126725,126720,126354,126794,128376,131191,134089,135693,136366
2,67,38088,40511,42532,44554,46027,46647,46692,46358,46001,45727,45814,46562,47778,49264,50678,52030,53393,54740,56283,58010,60243,62724,65522,67894,69300,73311,80514,84212,87552,90340,93047,95674,98101,100157,102187,104450,107161,109922,112401,114383,115875,116979,117711,117814,117152,116184,116081,117179,119624,122510,124936,125888,125893,125539,125986,127568,130374,133263,134866
2,68,35117,37372,39768,41771,43777,45243,45872,45936,45625,45291,45036,45138,45899,47113,48596,50007,51358,52717,54062,55605,57329,59541,62012,64794,67162,68599,72844,79778,83452,86709,89451,92140,94755,97174,99225,101252,103509,106210,108961,111433,113412,114907,116015,116755,116870,116226,115278,115188,116289,118727,121602,124022,124978,124994,124653,125107,126688,129485,132364
2,69,32251,34382,36610,38977,40960,42947,44407,45044,45126,44839,44529,44297,44421,45187,46401,47879,49287,50634,51990,53337,54878,56586,58789,61248,64019,66400,68074,72094,78963,82557,85765,88487,91162,93766,96176,98222,100244,102495,105185,107925,110389,112365,113861,114974,115721,115850,115225,114299,114221,115326,117756,120620,123032,123992,124019,123692,124153,125732,128519
2,70,29770,31505,33607,35805,38141,40104,42072,43524,44169,44271,44009,43725,43522,43661,44433,45645,47118,48520,49863,51220,52566,54094,55798,57989,60438,63212,65794,67288,71272,78024,81565,84747,87454,90114,92705,95105,97144,99162,101404,104082,106810,109265,111237,112734,113852,114607,114749,114144,113240,113177,114284,116705,119557,121960,122924,122964,122651,123120,124697
2,71,27627,29017,30729,32800,34967,37271,39212,41160,42603,43257,43379,43145,42891,42710,42866,43643,44851,46317,47711,49053,50406,51743,53268,54965,57146,59596,62531,64949,66438,70339,76994,80501,83659,86349,88993,91570,93959,95992,98003,100237,102901,105616,108060,110028,111525,112647,113410,113566,112983,112103,112054,113164,115575,118412,120806,121774,121826,121529,122005
2,72,25822,26866,28239,29926,31965,34100,36370,38289,40214,41650,42312,42455,42250,42022,41864,42036,42816,44019,45474,46864,48202,49543,50877,52395,54087,56267,58853,61637,64034,65479,69320,75893,79367,82499,85170,87797,90359,92735,94760,96763,98987,101637,104336,106770,108731,110228,111354,112126,112296,111735,110880,110847,111959,114359,117180,119563,120535,120600,120319
2,73,24111,25043,26077,27431,29092,31098,33198,35434,37328,39232,40658,41329,41495,41315,41112,40977,41165,41946,43142,44590,45971,47297,48633,49961,51473,53167,55456,57915,60669,63014,64436,68231,74718,78159,81263,83914,86522,89066,91428,93444,95439,97652,100285,102967,105388,107342,108838,109969,110748,110934,110396,109567,109550,110664,113051,115855,118226,119202,119280
2,74,22483,23305,24229,25251,26585,28219,30189,32253,34452,36320,38200,39616,40297,40480,40328,40151,40040,40243,41025,42216,43653,45020,46338,47667,48990,50504,52298,54469,56901,59599,61909,63322,67069,73467,76870,79943,82572,85160,87685,90031,92036,94022,96222,98836,101500,103905,105852,107347,108480,109267,109469,108955,108154,108153,109270,111642,114427,116784,117763
2,75,20856,21643,22458,23371,24380,25693,27297,29228,31254,33412,35253,37107,38512,39198,39402,39278,39129,39042,39262,40049,41233,42652,44009,45320,46644,47970,49573,51265,53411,55792,58446,60728,62133,65830,72131,75494,78534,81138,83703,86206,88534,90528,92502,94687,97281,99924,102313,104250,105742,106879,107674,107891,107404,106632,106648,107765,110122,112885,115227
2,76,19357,19981,20759,21565,22466,23461,24749,26320,28210,30193,32308,34118,35943,37332,38026,38251,38158,38039,37977,38218,39008,40180,41587,42935,44241,45567,46975,48487,50160,52257,54595,57210,59464,60860,64503,70698,74018,77021,79598,82137,84616,86924,88904,90865,93035,95605,98224,100595,102521,104010,105149,105952,106186,105725,104984,105018,106136,108474,111214
2,77,17922,18452,19071,19837,20632,21517,22495,23756,25291,27134,29070,31135,32913,34704,36076,36777,37025,36963,36875,36844,37105,37892,39057,40452,41792,43100,44488,45824,47319,48950,51005,53306,55880,58104,59489,63072,69154,72425,75388,77934,80444,82897,85182,87146,89092,91243,93787,96380,98729,100643,102127,103268,104078,104329,103897,103188,103241,104359,106677
2,78,16585,16996,17522,18133,18885,19665,20532,21488,22717,24210,26000,27883,29898,31637,33391,34742,35451,35720,35690,35637,35637,35912,36701,37858,39241,40577,41930,43257,44577,46033,47632,49650,51913,54443,56632,58006,61523,67480,70697,73615,76128,78606,81028,83287,85233,87162,89291,91806,94369,96694,98593,100071,101213,102030,102299,101897,101223,101295,102413
2,79,15193,15648,16058,16576,17175,17909,18670,19516,20446,21638,23083,24814,26644,28601,30297,32010,33339,34052,34342,34347,34329,34349,34643,35433,36581,37953,39316,40615,41922,43209,44636,46208,48189,50409,52890,55041,56401,59845,65667,68824,71693,74167,76608,78996,81226,83151,85060,87164,89646,92175,94472,96354,97825,98966,99790,100077,99708,99071,99164
2,80,13786,14250,14698,15104,15612,16197,16909,17648,18468,19370,20521,21913,23589,25358,27254,28902,30570,31872,32586,32899,32937,32939,32989,33300,34091,35229,36615,37924,39200,40474,41735,43136,44679,46619,48792,51219,53328,54671,58036,63710,66802,69614,72046,74446,76795,78992,80893,82777,84853,87298,89789,92055,93916,95377,96516,97346,97651,97316,96718
2,81,12362,12838,13291,13730,14131,14627,15196,15886,16602,17394,18266,19373,20719,22332,24037,25865,27462,29077,30348,31064,31396,31451,31483,31560,31888,32678,33828,35157,36439,37681,38926,40163,41536,43048,44943,47064,49432,51494,52817,56096,61609,64629,67380,69763,72118,74424,76582,78455,80313,82357,84759,87207,89437,91275,92723,93859,94694,95018,94717
2,82,10947,11415,11876,12318,12748,13142,13626,14178,14845,15537,16302,17142,18211,19502,21048,22683,24439,25977,27535,28773,29485,29819,29901,29960,30063,30408,31216,32319,33615,34856,36065,37283,38494,39837,41313,43159,45223,47526,49537,50838,54022,59362,62303,64986,67317,69620,71878,73995,75836,77663,79671,82026,84426,86615,88426,89859,90990,91828,92171
2,83,9591,10017,10466,10913,11342,11761,12149,12619,13155,13797,14464,15201,16012,17033,18266,19739,21300,22975,24448,25947,27144,27835,28178,28284,28369,28496,28874,29652,30727,31976,33179,34357,35544,36726,38035,39472,41264,43266,45498,47453,48728,51811,56964,59818,62427,64699,66946,69151,71220,73025,74818,76784,79087,81433,83578,85357,86773,87896,88737
2,84,8337,8701,9108,9539,9968,10383,10789,11167,11622,12138,12754,13394,14101,14873,15843,17013,18409,19889,21477,22882,24313,25452,26126,26475,26601,26709,26881,27250,28011,29045,30250,31416,32559,33713,34863,36133,37528,39260,41195,43350,45243,46489,49461,54413,57174,59702,61909,64094,66239,68256,70021,71774,73695,75939,78226,80321,82064,83459,84572
2,85,7197,7503,7849,8235,8645,9053,9450,9840,10205,10642,11134,11720,12329,12998,13729,14644,15747,17060,18452,19950,21280,22628,23715,24367,24716,24860,25017,25187,25561,26296,27293,28453,29578,30683,31800,32914,34143,35489,37158,39019,41091,42917,44130,46983,51722,54381,56821,58957,61074,63154,65113,66832,68541,70411,72591,74813,76852,78555,79925
2,86,6167,6424,6712,7037,7400,7785,8170,8545,8915,9262,9676,10141,10693,11265,11895,12582,13439,14470,15695,16998,18400,19645,20913,21941,22567,22916,23107,23262,23448,23819,24530,25488,26600,27682,28746,29821,30895,32078,33374,34973,36755,38739,40492,41668,44395,48908,51458,53803,55863,57905,59914,61810,63478,65138,66952,69061,71212,73189,74847
2,87,5215,5448,5687,5956,6258,6595,6952,7310,7660,8005,8331,8717,9154,9668,10203,10790,11431,12227,13184,14320,15530,16832,17993,19177,20142,20743,21118,21307,21478,21674,22043,22729,23646,24706,25740,26758,27789,28819,29953,31193,32718,34417,36306,37981,39117,41710,45986,48420,50664,52640,54602,56534,58360,59973,61578,63330,65363,67436,69345
2,88,4350,4549,4763,4983,5230,5507,5815,6142,6470,6791,7110,7411,7771,8176,8652,9148,9691,10284,11019,11901,12946,14061,15261,16336,17435,18338,18933,19294,19497,19677,19883,20250,20908,21780,22784,23766,24736,25718,26702,27782,28962,30409,32019,33808,35401,36492,38944,42972,45283,47419,49306,51182,53031,54782,56334,57879,59564,61513,63502
2,89,3569,3741,3920,4114,4315,4538,4789,5067,5361,5658,5950,6239,6519,6850,7224,7660,8115,8614,9159,9831,10636,11591,12609,13707,14696,15709,16564,17125,17482,17690,17879,18094,18455,19083,19906,20852,21780,22697,23628,24560,25584,26700,28064,29581,31266,32771,33813,36119,39891,42073,44094,45886,47669,49429,51100,52585,54066,55678,57538
2,90,2906,3025,3176,3337,3511,3690,3890,4114,4361,4624,4889,5151,5414,5671,5974,6314,6711,7125,7579,8074,8684,9414,10277,11199,12195,13098,14035,14827,15359,15702,15914,16112,16332,16684,17278,18051,18936,19807,20669,21544,22423,23386,24436,25714,27134,28711,30124,31114,33269,36778,38825,40727,42420,44105,45771,47355,48770,50181,51714
2,91,2343,2427,2529,2663,2805,2959,3118,3294,3491,3709,3941,4174,4409,4648,4881,5155,5462,5819,6193,6602,7048,7596,8251,9025,9853,10750,11574,12429,13157,13652,13982,14197,14399,14621,14962,15521,16240,17063,17873,18679,19497,20319,21219,22200,23389,24710,26176,27495,28429,30430,33673,35583,37361,38950,40534,42101,43595,44934,46271
2,92,1868,1926,1997,2087,2204,2328,2462,2600,2755,2926,3115,3317,3523,3733,3946,4156,4401,4675,4993,5326,5691,6090,6578,7160,7848,8586,9390,10136,10909,11570,12028,12343,12557,12761,12981,13307,13828,14493,15252,16001,16747,17506,18271,19106,20016,21115,22336,23689,24912,25787,27632,30610,32379,34032,35513,36992,38458,39858,41117
2,93,1455,1509,1557,1619,1698,1798,1905,2021,2140,2273,2420,2582,2757,2938,3123,3312,3498,3715,3957,4237,4531,4854,5206,5636,6147,6754,7410,8126,8792,9481,10077,10499,10797,11007,11208,11423,11732,12213,12823,13517,14205,14891,15589,16294,17064,17901,18910,20029,21270,22395,23209,24898,27612,29240,30765,32137,33508,34869,36172
2,94,1105,1153,1196,1239,1293,1360,1445,1535,1633,1734,1847,1972,2111,2262,2419,2580,2744,2908,3097,3308,3552,3808,4091,4399,4773,5219,5751,6329,6959,7546,8156,8688,9073,9351,9554,9749,9957,10246,10686,11241,11870,12495,13120,13758,14403,15106,15870,16788,17806,18934,19961,20713,22247,24701,26187,27583,28844,30106,31361
2,95,813,856,895,932,969,1015,1072,1142,1217,1299,1383,1477,1583,1701,1830,1964,2102,2243,2385,2548,2730,2939,3160,3404,3670,3992,4380,4841,5343,5889,6402,6938,7410,7756,8014,8206,8392,8589,8857,9256,9755,10320,10883,11447,12024,12608,13244,13936,14764,15682,16698,17628,18316,19698,21897,23242,24509,25659,26811
2,96,584,615,650,682,714,745,783,829,887,948,1015,1084,1162,1251,1350,1458,1571,1687,1807,1928,2066,2221,2398,2586,2793,3021,3298,3630,4025,4454,4923,5367,5832,6245,6554,6788,6968,7142,7326,7571,7929,8373,8876,9378,9882,10398,10922,11492,12111,12851,13670,14578,15412,16035,17268,19221,20427,21567,22605
2,97,409,430,455,483,509,535,561,592,629,675,724,778,834,899,972,1054,1143,1236,1333,1433,1534,1650,1779,1927,2084,2259,2453,2686,2967,3300,3663,4061,4441,4840,5197,5469,5679,5844,6004,6174,6394,6711,7102,7544,7987,8432,8889,9354,9859,10408,11062,11786,12587,13327,13886,14974,16691,17761,18776
2,98,279,293,310,329,351,372,393,413,438,467,503,542,585,631,683,742,808,880,956,1035,1117,1200,1295,1402,1525,1654,1802,1964,2158,2390,2666,2970,3303,3624,3961,4266,4502,4687,4836,4981,5134,5331,5608,5947,6331,6716,7105,7505,7912,8355,8836,9407,10039,10739,11388,11884,12834,14325,15265
2,99,185,194,205,218,233,250,266,282,298,317,340,368,398,432,469,510,557,609,667,727,791,858,925,1002,1088,1189,1299,1420,1553,1709,1899,2125,2375,2651,2917,3198,3455,3657,3818,3950,4080,4216,4388,4627,4918,5247,5579,5914,6259,6612,6995,7411,7904,8450,9055,9617,10051,10872,12153
2,100,323,345,367,393,421,454,490,530,571,615,662,714,776,847,929,1020,1123,1239,1370,1517,1678,1855,2047,2251,2474,2720,2999,3302,3635,3997,4403,4873,5421,6051,6767,7544,8384,9255,10111,10925,11685,12402,13093,13792,14551,15402,16357,17397,18510,19691,20934,22253,23660,25202,26897,28762,30733,32690,34947
