year,servicio,sexo,edad,cases,py
2016,Coquimbo,F,0-5,0,21474
2016,Coquimbo,M,0-5,0,22338
2016,Coquimbo,T,0-5,0,43812
2016,Coquimbo,F,5-15,0,42275.5
2016,Coquimbo,M,5-15,0,44222.5
2016,Coquimbo,T,5-15,0,86498
2016,Coquimbo,F,15-25,0,45970.5
2016,Coquimbo,M,15-25,0,44932
2016,Coquimbo,T,15-25,0,90902.5
2016,Coquimbo,F,25-35,0,46207.5
2016,Coquimbo,M,25-35,0,39728.5
2016,Coquimbo,T,25-35,0,85936
2016,Coquimbo,F,35-45,0,41653.5
2016,Coquimbo,M,35-45,0,35078
2016,Coquimbo,T,35-45,0,76731.5
2016,Coquimbo,F,45-55,0,41889.5
2016,Coquimbo,M,45-55,1,36944
2016,Coquimbo,T,45-55,1,78833.5
2016,Coquimbo,F,55-65,1,33516.5
2016,Coquimbo,M,55-65,1,29999.5
2016,Coquimbo,T,55-65,2,63516
2016,Coquimbo,F,65-75,0,23122
2016,Coquimbo,M,65-75,0,19945.5
2016,Coquimbo,T,65-75,0,43067.5
2016,Coquimbo,F,>75,0,18839
2016,Coquimbo,M,>75,0,13080
2016,Coquimbo,T,>75,0,31919
2016,Viña del Mar y Quillota,F,0-5,1,22678.5
2016,Viña del Mar y Quillota,M,0-5,0,23240.5
2016,Viña del Mar y Quillota,T,0-5,1,45919
2016,Viña del Mar y Quillota,F,5-15,0,46339.5
2016,Viña del Mar y Quillota,M,5-15,0,48026.5
2016,Viña del Mar y Quillota,T,5-15,0,94366
2016,Viña del Mar y Quillota,F,15-25,0,54583.5
2016,Viña del Mar y Quillota,M,15-25,2,52646.5
2016,Viña del Mar y Quillota,T,15-25,2,107230
2016,Viña del Mar y Quillota,F,25-35,2,57645
2016,Viña del Mar y Quillota,M,25-35,3,46648
2016,Viña del Mar y Quillota,T,25-35,5,104293
2016,Viña del Mar y Quillota,F,35-45,2,50379
2016,Viña del Mar y Quillota,M,35-45,1,39624
2016,Viña del Mar y Quillota,T,35-45,3,90003
2016,Viña del Mar y Quillota,F,45-55,2,53909
2016,Viña del Mar y Quillota,M,45-55,0,44295.5
2016,Viña del Mar y Quillota,T,45-55,2,98204.5
2016,Viña del Mar y Quillota,F,55-65,2,46927
2016,Viña del Mar y Quillota,M,55-65,2,38396.5
2016,Viña del Mar y Quillota,T,55-65,4,85323.5
2016,Viña del Mar y Quillota,F,65-75,0,33867
2016,Viña del Mar y Quillota,M,65-75,1,26673
2016,Viña del Mar y Quillota,T,65-75,1,60540
2016,Viña del Mar y Quillota,F,>75,2,29301
2016,Viña del Mar y Quillota,M,>75,1,16952
2016,Viña del Mar y Quillota,T,>75,3,46253
2016,Metropolitano Norte,F,0-5,0,22422.5
2016,Metropolitano Norte,M,0-5,1,22994.5
2016,Metropolitano Norte,T,0-5,1,45417
2016,Metropolitano Norte,F,5-15,3,47164.5
2016,Metropolitano Norte,M,5-15,0,49487
2016,Metropolitano Norte,T,5-15,3,96651.5
2016,Metropolitano Norte,F,15-25,4,52818.5
2016,Metropolitano Norte,M,15-25,1,47309.5
2016,Metropolitano Norte,T,15-25,5,100128
2016,Metropolitano Norte,F,25-35,6,52460
2016,Metropolitano Norte,M,25-35,2,40208.5
2016,Metropolitano Norte,T,25-35,8,92668.5
2016,Metropolitano Norte,F,35-45,5,48621
2016,Metropolitano Norte,M,35-45,9,38855.5
2016,Metropolitano Norte,T,35-45,14,87476.5
2016,Metropolitano Norte,F,45-55,9,49012
2016,Metropolitano Norte,M,45-55,5,41839.5
2016,Metropolitano Norte,T,45-55,14,90851.5
2016,Metropolitano Norte,F,55-65,7,37402
2016,Metropolitano Norte,M,55-65,8,32066
2016,Metropolitano Norte,T,55-65,15,69468
2016,Metropolitano Norte,F,65-75,8,26594
2016,Metropolitano Norte,M,65-75,8,21536
2016,Metropolitano Norte,T,65-75,16,48130
2016,Metropolitano Norte,F,>75,1,21434
2016,Metropolitano Norte,M,>75,1,12151
2016,Metropolitano Norte,T,>75,2,33585
2016,Metropolitano Central,F,0-5,0,22186
2016,Metropolitano Central,M,0-5,1,23102.5
2016,Metropolitano Central,T,0-5,1,45288.5
2016,Metropolitano Central,F,5-15,1,42621
2016,Metropolitano Central,M,5-15,3,45155
2016,Metropolitano Central,T,5-15,4,87776
2016,Metropolitano Central,F,15-25,4,52427.5
2016,Metropolitano Central,M,15-25,1,46529.5
2016,Metropolitano Central,T,15-25,5,98957
2016,Metropolitano Central,F,25-35,6,63454
2016,Metropolitano Central,M,25-35,2,46093.5
2016,Metropolitano Central,T,25-35,8,109547.5
2016,Metropolitano Central,F,35-45,4,54017
2016,Metropolitano Central,M,35-45,2,41759.5
2016,Metropolitano Central,T,35-45,6,95776.5
2016,Metropolitano Central,F,45-55,4,56818
2016,Metropolitano Central,M,45-55,11,44586
2016,Metropolitano Central,T,45-55,15,101404
2016,Metropolitano Central,F,55-65,6,48513
2016,Metropolitano Central,M,55-65,6,38186
2016,Metropolitano Central,T,55-65,12,86699
2016,Metropolitano Central,F,65-75,3,34341.5
2016,Metropolitano Central,M,65-75,2,25859
2016,Metropolitano Central,T,65-75,5,60200.5
2016,Metropolitano Central,F,>75,1,27307.5
2016,Metropolitano Central,M,>75,0,14519
2016,Metropolitano Central,T,>75,1,41826.5
2016,Metropolitano Oriente,F,0-5,4,13286
2016,Metropolitano Oriente,M,0-5,3,13730.5
2016,Metropolitano Oriente,T,0-5,7,27016.5
2016,Metropolitano Oriente,F,5-15,14,29675.5
2016,Metropolitano Oriente,M,5-15,14,30917
2016,Metropolitano Oriente,T,5-15,28,60592.5
2016,Metropolitano Oriente,F,15-25,17,37158.5
2016,Metropolitano Oriente,M,15-25,11,33506
2016,Metropolitano Oriente,T,15-25,28,70664.5
2016,Metropolitano Oriente,F,25-35,19,43402.5
2016,Metropolitano Oriente,M,25-35,5,29448.5
2016,Metropolitano Oriente,T,25-35,24,72851
2016,Metropolitano Oriente,F,35-45,20,44132.5
2016,Metropolitano Oriente,M,35-45,14,28450.5
2016,Metropolitano Oriente,T,35-45,34,72583
2016,Metropolitano Oriente,F,45-55,27,48247
2016,Metropolitano Oriente,M,45-55,18,31864.5
2016,Metropolitano Oriente,T,45-55,45,80111.5
2016,Metropolitano Oriente,F,55-65,15,43289.5
2016,Metropolitano Oriente,M,55-65,13,27328
2016,Metropolitano Oriente,T,55-65,28,70617.5
2016,Metropolitano Oriente,F,65-75,13,37101
2016,Metropolitano Oriente,M,65-75,12,23164
2016,Metropolitano Oriente,T,65-75,25,60265
2016,Metropolitano Oriente,F,>75,9,38671.5
2016,Metropolitano Oriente,M,>75,1,17671.5
2016,Metropolitano Oriente,T,>75,10,56343
2016,Metropolitano Sur,F,0-5,2,29215.5
2016,Metropolitano Sur,M,0-5,1,30002.5
2016,Metropolitano Sur,T,0-5,3,59218
2016,Metropolitano Sur,F,5-15,6,61550
2016,Metropolitano Sur,M,5-15,6,64221
2016,Metropolitano Sur,T,5-15,12,125771
2016,Metropolitano Sur,F,15-25,5,69821.5
2016,Metropolitano Sur,M,15-25,4,64868
2016,Metropolitano Sur,T,15-25,9,134689.5
2016,Metropolitano Sur,F,25-35,3,69183.5
2016,Metropolitano Sur,M,25-35,4,55022.5
2016,Metropolitano Sur,T,25-35,7,124206
2016,Metropolitano Sur,F,35-45,4,60003.5
2016,Metropolitano Sur,M,35-45,9,50034.5
2016,Metropolitano Sur,T,35-45,13,110038
2016,Metropolitano Sur,F,45-55,10,65710
2016,Metropolitano Sur,M,45-55,6,56888
2016,Metropolitano Sur,T,45-55,16,122598
2016,Metropolitano Sur,F,55-65,7,56500.5
2016,Metropolitano Sur,M,55-65,6,48762.5
2016,Metropolitano Sur,T,55-65,13,105263
2016,Metropolitano Sur,F,65-75,1,38808
2016,Metropolitano Sur,M,65-75,5,31106.5
2016,Metropolitano Sur,T,65-75,6,69914.5
2016,Metropolitano Sur,F,>75,2,32618
2016,Metropolitano Sur,M,>75,1,18238.5
2016,Metropolitano Sur,T,>75,3,50856.5
2016,Metropolitano Sur-Oriente,F,0-5,1,34319
2016,Metropolitano Sur-Oriente,M,0-5,0,36027.5
2016,Metropolitano Sur-Oriente,T,0-5,1,70346.5
2016,Metropolitano Sur-Oriente,F,5-15,19,75944
2016,Metropolitano Sur-Oriente,M,5-15,3,78987.5
2016,Metropolitano Sur-Oriente,T,5-15,22,154931.5
2016,Metropolitano Sur-Oriente,F,15-25,11,88104.5
2016,Metropolitano Sur-Oriente,M,15-25,14,80953
2016,Metropolitano Sur-Oriente,T,15-25,25,169057.5
2016,Metropolitano Sur-Oriente,F,25-35,11,84674.5
2016,Metropolitano Sur-Oriente,M,25-35,1,66053
2016,Metropolitano Sur-Oriente,T,25-35,12,150727.5
2016,Metropolitano Sur-Oriente,F,35-45,13,73839.5
2016,Metropolitano Sur-Oriente,M,35-45,11,59664
2016,Metropolitano Sur-Oriente,T,35-45,24,133503.5
2016,Metropolitano Sur-Oriente,F,45-55,28,81651
2016,Metropolitano Sur-Oriente,M,45-55,22,65934.5
2016,Metropolitano Sur-Oriente,T,45-55,50,147585.5
2016,Metropolitano Sur-Oriente,F,55-65,30,70455.5
2016,Metropolitano Sur-Oriente,M,55-65,22,57394.5
2016,Metropolitano Sur-Oriente,T,55-65,52,127850
2016,Metropolitano Sur-Oriente,F,65-75,8,45402.5
2016,Metropolitano Sur-Oriente,M,65-75,10,36375
2016,Metropolitano Sur-Oriente,T,65-75,18,81777.5
2016,Metropolitano Sur-Oriente,F,>75,0,29525.5
2016,Metropolitano Sur-Oriente,M,>75,3,16869
2016,Metropolitano Sur-Oriente,T,>75,3,46394.5
2016,Maule,F,0-5,3,26541
2016,Maule,M,0-5,7,27382.5
