servicio,sexo,año,n,edad
Valparaiso y San Antonio,M,2013,13414,45-55
Viña del Mar y Quillota,M,2013,24892,45-55
Libertador B. O'Higgins,M,2013,26269,45-55
Maule,M,2013,30743,45-55
Arauco,M,2013,5369,45-55
Bio-Bio y Los Angeles,M,2013,12232,45-55
Concepcion,M,2013,17248,45-55
Ñuble,M,2013,14709,45-55
Talcahuano,M,2013,10737,45-55
Araucanía Norte,M,2013,6082,45-55
Araucanía Sur,M,2013,20129,45-55
Chiloé,M,2013,5622,45-55
Reloncavi,M,2013,11742,45-55
Osorno,M,2013,7206,45-55
Valdivia,M,2013,11428,45-55
Aysen,M,2013,2722,45-55
Magallanes,M,2013,4176,45-55
Metropolitano Central,M,2013,23214,45-55
Metropolitano Norte,M,2013,21921,45-55
Metropolitano Occidente,M,2013,32717,45-55
Metropolitano Oriente,M,2013,16697,45-55
Metropolitano Sur,M,2013,29780,45-55
Metropolitano Sur-Oriente,M,2013,34541,45-55
Arica y Parinacota,M,2013,4834,45-55
Iquique y Tarapaca,M,2013,6762,45-55
Antofagasta,M,2013,11460,45-55
Atacama,M,2013,7344,45-55
Coquimbo,M,2013,18129,45-55
Aconcagua,M,2013,7016,45-55
Valparaiso y San Antonio,M,2013,13430,45-55
Viña del Mar y Quillota,M,2013,24864,45-55
Libertador B. O'Higgins,M,2013,24844,45-55
Maule,M,2013,28951,45-55
Arauco,M,2013,4932,45-55
Bio-Bio y Los Angeles,M,2013,11223,45-55
Concepcion,M,2013,16039,45-55
Ñuble,M,2013,14145,45-55
Talcahuano,M,2013,10423,45-55
Araucanía Norte,M,2013,5918,45-55
Araucanía Sur,M,2013,18754,45-55
Chiloé,M,2013,4702,45-55
Reloncavi,M,2013,10011,45-55
Osorno,M,2013,6782,45-55
Valdivia,M,2013,10641,45-55
Aysen,M,2013,2493,45-55
Magallanes,M,2013,4298,45-55
Metropolitano Central,M,2013,23637,45-55
Metropolitano Norte,M,2013,20336,45-55
Metropolitano Occidente,M,2013,31674,45-55
Metropolitano Oriente,M,2013,16482,45-55
Metropolitano Sur,M,2013,31085,45-55
Metropolitano Sur-Oriente,M,2013,35197,45-55
Arica y Parinacota,M,2013,4522,55-65
Iquique y Tarapaca,M,2013,6184,55-65
Antofagasta,M,2013,9844,55-65
Atacama,M,2013,6070,55-65
Coquimbo,M,2013,15328,55-65
Aconcagua,M,2013,5716,55-65
Valparaiso y San Antonio,M,2013,11576,55-65
Viña del Mar y Quillota,M,2013,21174,55-65
Libertador B. O'Higgins,M,2013,20295,55-65
Maule,M,2013,23989,55-65
Arauco,M,2013,4084,55-65
Bio-Bio y Los Angeles,M,2013,9064,55-65
Concepcion,M,2013,13443,55-65
Ñuble,M,2013,11378,55-65
Talcahuano,M,2013,8445,55-65
Araucanía Norte,M,2013,4986,55-65
Araucanía Sur,M,2013,15507,55-65
Chiloé,M,2013,3631,55-65
Reloncavi,M,2013,8199,55-65
Osorno,M,2013,5480,55-65
Valdivia,M,2013,8769,55-65
Aysen,M,2013,2116,55-65
Magallanes,M,2013,3727,55-65
Metropolitano Central,M,2013,19627,55-65
Metropolitano Norte,M,2013,16592,55-65
Metropolitano Occidente,M,2013,25525,55-65
Metropolitano Oriente,M,2013,13825,55-65
Metropolitano Sur,M,2013,25507,55-65
Metropolitano Sur-Oriente,M,2013,29691,55-65
Arica y Parinacota,M,2013,3730,55-65
Iquique y Tarapaca,M,2013,4762,55-65
Antofagasta,M,2013,7679,55-65
Atacama,M,2013,4679,55-65
Coquimbo,M,2013,11879,55-65
Aconcagua,M,2013,4703,55-65
Valparaiso y San Antonio,M,2013,9396,55-65
Viña del Mar y Quillota,M,2013,17128,55-65
Libertador B. O'Higgins,M,2013,15720,55-65
Maule,M,2013,19914,55-65
Arauco,M,2013,3299,55-65
Bio-Bio y Los Angeles,M,2013,7250,55-65
Concepcion,M,2013,10781,55-65
Ñuble,M,2013,9347,55-65
Talcahuano,M,2013,6867,55-65
Araucanía Norte,M,2013,3921,55-65
Araucanía Sur,M,2013,12400,55-65
Chiloé,M,2013,2748,55-65
Reloncavi,M,2013,6272,55-65
Osorno,M,2013,4387,55-65
Valdivia,M,2013,6779,55-65
Aysen,M,2013,1581,55-65
Magallanes,M,2013,2916,55-65
Metropolitano Central,M,2013,15471,55-65
Metropolitano Norte,M,2013,13054,55-65
Metropolitano Occidente,M,2013,20747,55-65
Metropolitano Oriente,M,2013,12347,55-65
Metropolitano Sur,M,2013,19697,55-65
Metropolitano Sur-Oriente,M,2013,23714,55-65
Arica y Parinacota,M,2013,3467,65-75
Iquique y Tarapaca,M,2013,3718,65-75
Antofagasta,M,2013,6044,65-75
Atacama,M,2013,3952,65-75
Coquimbo,M,2013,10296,65-75
Aconcagua,M,2013,4114,65-75
Valparaiso y San Antonio,M,2013,8250,65-75
Viña del Mar y Quillota,M,2013,15136,65-75
Libertador B. O'Higgins,M,2013,13085,65-75
Maule,M,2013,16599,65-75
Arauco,M,2013,2629,65-75
Bio-Bio y Los Angeles,M,2013,6398,65-75
Concepcion,M,2013,8796,65-75
Ñuble,M,2013,8153,65-75
Talcahuano,M,2013,5694,65-75
Araucanía Norte,M,2013,3460,65-75
Araucanía Sur,M,2013,11202,65-75
Chiloé,M,2013,2484,65-75
Reloncavi,M,2013,5515,65-75
Osorno,M,2013,3882,65-75
Valdivia,M,2013,6078,65-75
Aysen,M,2013,1371,65-75
Magallanes,M,2013,2478,65-75
Metropolitano Central,M,2013,13927,65-75
Metropolitano Norte,M,2013,11521,65-75
Metropolitano Occidente,M,2013,18167,65-75
Metropolitano Oriente,M,2013,12191,65-75
Metropolitano Sur,M,2013,17011,65-75
Metropolitano Sur-Oriente,M,2013,19352,65-75
Arica y Parinacota,M,2013,2639,65-75
Iquique y Tarapaca,M,2013,2493,65-75
Antofagasta,M,2013,4478,65-75
Atacama,M,2013,3242,65-75
Coquimbo,M,2013,8465,65-75
Aconcagua,M,2013,3115,65-75
Valparaiso y San Antonio,M,2013,6282,65-75
Viña del Mar y Quillota,M,2013,12249,65-75
Libertador B. O'Higgins,M,2013,9770,65-75
Maule,M,2013,12658,65-75
Arauco,M,2013,2060,65-75
Bio-Bio y Los Angeles,M,2013,5157,65-75
Concepcion,M,2013,6420,65-75
Ñuble,M,2013,6502,65-75
Talcahuano,M,2013,4271,65-75
Araucanía Norte,M,2013,2899,65-75
Araucanía Sur,M,2013,8806,65-75
Chiloé,M,2013,2028,65-75
Reloncavi,M,2013,4233,65-75
Osorno,M,2013,3173,65-75
Valdivia,M,2013,4766,65-75
Aysen,M,2013,1120,65-75
Magallanes,M,2013,1973,65-75
Metropolitano Central,M,2013,10629,65-75
Metropolitano Norte,M,2013,8822,65-75
Metropolitano Occidente,M,2013,14055,65-75
Metropolitano Oriente,M,2013,10490,65-75
Metropolitano Sur,M,2013,12613,65-75
Metropolitano Sur-Oriente,M,2013,13338,65-75
Arica y Parinacota,M,2013,1720,>75
Iquique y Tarapaca,M,2013,1527,>75
Antofagasta,M,2013,2958,>75
Atacama,M,2013,2330,>75
Coquimbo,M,2013,5998,>75
Aconcagua,M,2013,2125,>75
Valparaiso y San Antonio,M,2013,4383,>75
Viña del Mar y Quillota,M,2013,8515,>75
Libertador B. O'Higgins,M,2013,6897,>75
Maule,M,2013,8498,>75
Arauco,M,2013,1443,>75
Bio-Bio y Los Angeles,M,2013,3489,>75
Concepcion,M,2013,4392,>75
Ñuble,M,2013,4412,>75
Talcahuano,M,2013,2713,>75
Araucanía Norte,M,2013,2137,>75
Araucanía Sur,M,2013,6421,>75
Chiloé,M,2013,1362,>75
Reloncavi,M,2013,2979,>75
Osorno,M,2013,2300,>75
Valdivia,M,2013,3447,>75
Aysen,M,2013,724,>75
Magallanes,M,2013,1285,>75
Metropolitano Central,M,2013,6576,>75
Metropolitano Norte,M,2013,5548,>75
Metropolitano Occidente,M,2013,8884,>75
Metropolitano Oriente,M,2013,7564,>75
Metropolitano Sur,M,2013,8431,>75
Metropolitano Sur-Oriente,M,2013,7806,>75
Arica y Parinacota,M,2013,1466,>75
Iquique y Tarapaca,M,2013,1301,>75
Antofagasta,M,2013,2345,>75
Atacama,M,2013,1832,>75
Coquimbo,M,2013,5424,>75
Aconcagua,M,2013,1962,>75
Valparaiso y San Antonio,M,2013,3961,>75
Viña del Mar y Quillota,M,2013,7866,>75
Libertador B. O'Higgins,M,2013,6424,>75
Maule,M,2013,7592,>75
Arauco,M,2013,1335,>75
Bio-Bio y Los Angeles,M,2013,3206,>75
Concepcion,M,2013,3643,>75
Ñuble,M,2013,3678,>75
Talcahuano,M,2013,2280,>75
Araucanía Norte,M,2013,1978,>75
Araucanía Sur,M,2013,5718,>75
Chiloé,M,2013,1252,>75
Reloncavi,M,2013,2485,>75
Osorno,M,2013,2052,>75
Valdivia,M,2013,3203,>75
Aysen,M,2013,532,>75
Magallanes,M,2013,1040,>75
Metropolitano Central,M,2013,5912,>75
Metropolitano Norte,M,2013,4782,>75
Metropolitano Occidente,M,2013,7074,>75
Metropolitano Oriente,M,2013,8300,>75
Metropolitano Sur,M,2013,8017,>75
Metropolitano Sur-Oriente,M,2013,6116,>75
Arica y Parinacota,M,2014,5381,0-5
Iquique y Tarapaca,M,2014,9050,0-5
Antofagasta,M,2014,14061,0-5
Atacama,M,2014,9009,0-5
Coquimbo,M,2014,22256,0-5
Aconcagua,M,2014,7815,0-5
Valparaiso y San Antonio,M,2014,13306,0-5
Viña del Mar y Quillota,M,2014,22444,0-5
Libertador B. O'Higgins,M,2014,22945,0-5
Maule,M,2014,27570,0-5
Arauco,M,2014,4992,0-5
Bio-Bio y Los Angeles,M,2014,10582,0-5
Concepcion,M,2014,15706,0-5
Ñuble,M,2014,13514,0-5
Talcahuano,M,2014,7619,0-5
Araucanía Norte,M,2014,5267,0-5
Araucanía Sur,M,2014,19888,0-5
Chiloé,M,2014,4226,0-5
Reloncavi,M,2014,10369,0-5
Osorno,M,2014,6368,0-5
Valdivia,M,2014,9374,0-5
Aysen,M,2014,2267,0-5
Magallanes,M,2014,3551,0-5
Metropolitano Central,M,2014,22968,0-5
Metropolitano Norte,M,2014,23038,0-5
Metropolitano Occidente,M,2014,31920,0-5
Metropolitano Oriente,M,2014,14413,0-5
Metropolitano Sur,M,2014,30910,0-5
Metropolitano Sur-Oriente,M,2014,36939,0-5
Arica y Parinacota,M,2014,6244,5-15
Iquique y Tarapaca,M,2014,9619,5-15
Antofagasta,M,2014,13786,5-15
Atacama,M,2014,9182,5-15
Coquimbo,M,2014,21882,5-15
Aconcagua,M,2014,7579,5-15
Valparaiso y San Antonio,M,2014,13487,5-15
Viña del Mar y Quillota,M,2014,23382,5-15
Libertador B. O'Higgins,M,2014,24964,5-15
Maule,M,2014,30212,5-15
Arauco,M,2014,5608,5-15
Bio-Bio y Los Angeles,M,2014,12730,5-15
Concepcion,M,2014,16200,5-15
Ñuble,M,2014,14511,5-15
Talcahuano,M,2014,8570,5-15
Araucanía Norte,M,2014,5808,5-15
Araucanía Sur,M,2014,21865,5-15
Chiloé,M,2014,5497,5-15
Reloncavi,M,2014,12605,5-15
Osorno,M,2014,7455,5-15
Valdivia,M,2014,10558,5-15
Aysen,M,2014,3039,5-15
Magallanes,M,2014,3920,5-15
Metropolitano Central,M,2014,22659,5-15
Metropolitano Norte,M,2014,24674,5-15
Metropolitano Occidente,M,2014,35231,5-15
Metropolitano Oriente,M,2014,15436,5-15
Metropolitano Sur,M,2014,32644,5-15
Metropolitano Sur-Oriente,M,2014,39661,5-15
Arica y Parinacota,M,2014,6223,5-15
Iquique y Tarapaca,M,2014,9052,5-15
Antofagasta,M,2014,13426,5-15
Atacama,M,2014,8847,5-15
Coquimbo,M,2014,21476,5-15
Aconcagua,M,2014,7720,5-15
Valparaiso y San Antonio,M,2014,13978,5-15
Viña del Mar y Quillota,M,2014,24029,5-15
Libertador B. O'Higgins,M,2014,25213,5-15
Maule,M,2014,30564,5-15
Arauco,M,2014,5929,5-15
Bio-Bio y Los Angeles,M,2014,12674,5-15
Concepcion,M,2014,16417,5-15
Ñuble,M,2014,15116,5-15
Talcahuano,M,2014,8799,5-15
Araucanía Norte,M,2014,6224,5-15
Araucanía Sur,M,2014,22789,5-15
Chiloé,M,2014,6025,5-15
Reloncavi,M,2014,12728,5-15
Osorno,M,2014,7372,5-15
Valdivia,M,2014,10729,5-15
Aysen,M,2014,3060,5-15
Magallanes,M,2014,3888,5-15
Metropolitano Central,M,2014,22451,5-15
Metropolitano Norte,M,2014,24535,5-15
Metropolitano Occidente,M,2014,35394,5-15
Metropolitano Oriente,M,2014,16027,5-15
Metropolitano Sur,M,2014,32680,5-15
Metropolitano Sur-Oriente,M,2014,40406,5-15
Arica y Parinacota,M,2014,6072,15-25
Iquique y Tarapaca,M,2014,8968,15-25
Antofagasta,M,2014,14436,15-25
Atacama,M,2014,8708,15-25
Coquimbo,M,2014,21997,15-25
Aconcagua,M,2014,8158,15-25
Valparaiso y San Antonio,M,2014,14372,15-25
Viña del Mar y Quillota,M,2014,25952,15-25
Libertador B. O'Higgins,M,2014,26456,15-25
Maule,M,2014,32190,15-25
Arauco,M,2014,6049,15-25
Bio-Bio y Los Angeles,M,2014,13619,15-25
Concepcion,M,2014,17278,15-25
Ñuble,M,2014,16197,15-25
Talcahuano,M,2014,9641,15-25
Araucanía Norte,M,2014,6705,15-25
Araucanía Sur,M,2014,24680,15-25
Chiloé,M,2014,6258,15-25
Reloncavi,M,2014,13026,15-25
Osorno,M,2014,7826,15-25
Valdivia,M,2014,11444,15-25
Aysen,M,2014,2990,15-25
Magallanes,M,2014,3983,15-25
Metropolitano Central,M,2014,23101,15-25
Metropolitano Norte,M,2014,24519,15-25
Metropolitano Occidente,M,2014,37731,15-25
Metropolitano Oriente,M,2014,17166,15-25
Metropolitano Sur,M,2014,34461,15-25
Metropolitano Sur-Oriente,M,2014,42257,15-25
Arica y Parinacota,M,2014,5395,15-25
Iquique y Tarapaca,M,2014,8602,15-25
Antofagasta,M,2014,14241,15-25
Atacama,M,2014,9120,15-25
Coquimbo,M,2014,21944,15-25
Aconcagua,M,2014,7754,15-25
Valparaiso y San Antonio,M,2014,14417,15-25
Viña del Mar y Quillota,M,2014,24881,15-25
Libertador B. O'Higgins,M,2014,26089,15-25
Maule,M,2014,31433,15-25
Arauco,M,2014,5903,15-25
Bio-Bio y Los Angeles,M,2014,13450,15-25
Concepcion,M,2014,17533,15-25
Ñuble,M,2014,15855,15-25
Talcahuano,M,2014,9548,15-25
Araucanía Norte,M,2014,6793,15-25
Araucanía Sur,M,2014,23561,15-25
Chiloé,M,2014,5650,15-25
Reloncavi,M,2014,11960,15-25
Osorno,M,2014,7421,15-25
Valdivia,M,2014,10946,15-25
Aysen,M,2014,3106,15-25
Magallanes,M,2014,4015,15-25
Metropolitano Central,M,2014,21904,15-25
Metropolitano Norte,M,2014,22112,15-25
Metropolitano Occidente,M,2014,35269,15-25
Metropolitano Oriente,M,2014,16465,15-25
Metropolitano Sur,M,2014,32079,15-25
Metropolitano Sur-Oriente,M,2014,40098,15-25
Arica y Parinacota,M,2014,5034,25-35
Iquique y Tarapaca,M,2014,8603,25-35
Antofagasta,M,2014,14276,25-35
Atacama,M,2014,8555,25-35
Coquimbo,M,2014,21114,25-35
Aconcagua,M,2014,7704,25-35
Valparaiso y San Antonio,M,2014,14265,25-35
Viña del Mar y Quillota,M,2014,24840,25-35
Libertador B. O'Higgins,M,2014,25016,25-35
Maule,M,2014,29213,25-35
Arauco,M,2014,5573,25-35
Bio-Bio y Los Angeles,M,2014,11593,25-35
Concepcion,M,2014,17082,25-35
Ñuble,M,2014,14754,25-35
Talcahuano,M,2014,9174,25-35
Araucanía Norte,M,2014,5964,25-35
Araucanía Sur,M,2014,20826,25-35
Chiloé,M,2014,4952,25-35
Reloncavi,M,2014,11006,25-35
Osorno,M,2014,6826,25-35
Valdivia,M,2014,9213,25-35
Aysen,M,2014,3032,25-35
Magallanes,M,2014,4338,25-35
Metropolitano Central,M,2014,23547,25-35
Metropolitano Norte,M,2014,21004,25-35
Metropolitano Occidente,M,2014,32470,25-35
Metropolitano Oriente,M,2014,16279,25-35
Metropolitano Sur,M,2014,29852,25-35
Metropolitano Sur-Oriente,M,2014,36312,25-35
Arica y Parinacota,M,2014,3998,25-35
Iquique y Tarapaca,M,2014,7725,25-35
Antofagasta,M,2014,12987,25-35
Atacama,M,2014,7419,25-35
Coquimbo,M,2014,18631,25-35
Aconcagua,M,2014,6809,25-35
Valparaiso y San Antonio,M,2014,13126,25-35
Viña del Mar y Quillota,M,2014,22231,25-35
Libertador B. O'Higgins,M,2014,22086,25-35
Maule,M,2014,25488,25-35
Arauco,M,2014,5056,25-35
Bio-Bio y Los Angeles,M,2014,10592,25-35
Concepcion,M,2014,14922,25-35
Ñuble,M,2014,12497,25-35
Talcahuano,M,2014,7838,25-35
Araucanía Norte,M,2014,5045,25-35
Araucanía Sur,M,2014,18253,25-35
Chiloé,M,2014,4883,25-35
Reloncavi,M,2014,9990,25-35
Osorno,M,2014,6202,25-35
Valdivia,M,2014,7776,25-35
Aysen,M,2014,2732,25-35
Magallanes,M,2014,3896,25-35
Metropolitano Central,M,2014,22688,25-35
Metropolitano Norte,M,2014,19796,25-35
Metropolitano Occidente,M,2014,29676,25-35
Metropolitano Oriente,M,2014,14842,25-35
Metropolitano Sur,M,2014,27685,25-35
Metropolitano Sur-Oriente,M,2014,33306,25-35
Arica y Parinacota,M,2014,3567,35-45
Iquique y Tarapaca,M,2014,7044,35-45
Antofagasta,M,2014,11897,35-45
Atacama,M,2014,6898,35-45
Coquimbo,M,2014,17476,35-45
Aconcagua,M,2014,6215,35-45
Valparaiso y San Antonio,M,2014,12119,35-45
Viña del Mar y Quillota,M,2014,19646,35-45
Libertador B. O'Higgins,M,2014,21924,35-45
Maule,M,2014,25342,35-45
Arauco,M,2014,4886,35-45
Bio-Bio y Los Angeles,M,2014,9902,35-45
Concepcion,M,2014,13536,35-45
Ñuble,M,2014,12014,35-45
Talcahuano,M,2014,7176,35-45
Araucanía Norte,M,2014,4685,35-45
Araucanía Sur,M,2014,17316,35-45
Chiloé,M,2014,4944,35-45
Reloncavi,M,2014,9979,35-45
Osorno,M,2014,6182,35-45
Valdivia,M,2014,7347,35-45
Aysen,M,2014,2623,35-45
Magallanes,M,2014,3750,35-45
Metropolitano Central,M,2014,20805,35-45
Metropolitano Norte,M,2014,18928,35-45
Metropolitano Occidente,M,2014,28493,35-45
Metropolitano Oriente,M,2014,14342,35-45
Metropolitano Sur,M,2014,25023,35-45
Metropolitano Sur-Oriente,M,2014,29641,35-45
Arica y Parinacota,M,2014,4066,35-45
Iquique y Tarapaca,M,2014,7052,35-45
Antofagasta,M,2014,12704,35-45
Atacama,M,2014,7499,35-45
Coquimbo,M,2014,18722,35-45
Aconcagua,M,2014,6618,35-45
Valparaiso y San Antonio,M,2014,12804,35-45
Viña del Mar y Quillota,M,2014,20579,35-45
Libertador B. O'Higgins,M,2014,23828,35-45
Maule,M,2014,27217,35-45
Arauco,M,2014,5215,35-45
Bio-Bio y Los Angeles,M,2014,11124,35-45
Concepcion,M,2014,15725,35-45
Ñuble,M,2014,14432,35-45
Talcahuano,M,2014,8158,35-45
Araucanía Norte,M,2014,5373,35-45
Araucanía Sur,M,2014,19812,35-45
Chiloé,M,2014,5292,35-45
Reloncavi,M,2014,11371,35-45
Osorno,M,2014,6857,35-45
Valdivia,M,2014,8262,35-45
Aysen,M,2014,2638,35-45
Magallanes,M,2014,4070,35-45
Metropolitano Central,M,2014,21795,35-45
Metropolitano Norte,M,2014,21710,35-45
Metropolitano Occidente,M,2014,32184,35-45
Metropolitano Oriente,M,2014,16211,35-45
Metropolitano Sur,M,2014,27977,35-45
Metropolitano Sur-Oriente,M,2014,33178,35-45
Arica y Parinacota,M,2014,3769,45-55
Iquique y Tarapaca,M,2014,6803,45-55
Antofagasta,M,2014,11548,45-55
Atacama,M,2014,7874,45-55
Coquimbo,M,2014,19470,45-55
Aconcagua,M,2014,7020,45-55
Valparaiso y San Antonio,M,2014,13498,45-55
Viña del Mar y Quillota,M,2014,22340,45-55
Libertador B. O'Higgins,M,2014,25595,45-55
Maule,M,2014,30217,45-55
Arauco,M,2014,5433,45-55
Bio-Bio y Los Angeles,M,2014,12099,45-55
Concepcion,M,2014,16863,45-55
Ñuble,M,2014,15563,45-55
Talcahuano,M,2014,9547,45-55
Araucanía Norte,M,2014,6036,45-55
Araucanía Sur,M,2014,20287,45-55
Chiloé,M,2014,5632,45-55
Reloncavi,M,2014,11938,45-55
Osorno,M,2014,7259,45-55
Valdivia,M,2014,9638,45-55
Aysen,M,2014,2779,45-55
Magallanes,M,2014,4128,45-55
Metropolitano Central,M,2014,22631,45-55
Metropolitano Norte,M,2014,21760,45-55
Metropolitano Occidente,M,2014,32053,45-55
Metropolitano Oriente,M,2014,16530,45-55
Metropolitano Sur,M,2014,29441,45-55
Metropolitano Sur-Oriente,M,2014,33756,45-55
Arica y Parinacota,M,2014,3806,45-55
Iquique y Tarapaca,M,2014,6870,45-55
Antofagasta,M,2014,11797,45-55
Atacama,M,2014,7684,45-55
Coquimbo,M,2014,18612,45-55
Aconcagua,M,2014,7222,45-55
Valparaiso y San Antonio,M,2014,13866,45-55
Viña del Mar y Quillota,M,2014,23464,45-55
Libertador B. O'Higgins,M,2014,25235,45-55
Maule,M,2014,29627,45-55
Arauco,M,2014,5123,45-55
Bio-Bio y Los Angeles,M,2014,11514,45-55
Concepcion,M,2014,16445,45-55
Ñuble,M,2014,15348,45-55
Talcahuano,M,2014,9687,45-55
Araucanía Norte,M,2014,6032,45-55
Araucanía Sur,M,2014,19586,45-55
Chiloé,M,2014,5015,45-55
Reloncavi,M,2014,10602,45-55
Osorno,M,2014,7166,45-55
Valdivia,M,2014,9724,45-55
Aysen,M,2014,2645,45-55
Magallanes,M,2014,4325,45-55
Metropolitano Central,M,2014,24128,45-55
Metropolitano Norte,M,2014,21114,45-55
Metropolitano Occidente,M,2014,32553,45-55
Metropolitano Oriente,M,2014,17036,45-55
Metropolitano Sur,M,2014,31335,45-55
Metropolitano Sur-Oriente,M,2014,35768,45-55
Arica y Parinacota,M,2014,3529,55-65
Iquique y Tarapaca,M,2014,6270,55-65
Antofagasta,M,2014,10254,55-65
Atacama,M,2014,6346,55-65
Coquimbo,M,2014,16087,55-65
Aconcagua,M,2014,5948,55-65
Valparaiso y San Antonio,M,2014,12337,55-65
Viña del Mar y Quillota,M,2014,20393,55-65
Libertador B. O'Higgins,M,2014,21261,55-65
Maule,M,2014,25055,55-65
Arauco,M,2014,4351,55-65
Bio-Bio y Los Angeles,M,2014,9434,55-65
Concepcion,M,2014,14021,55-65
Ñuble,M,2014,12577,55-65
Talcahuano,M,2014,8225,55-65
Araucanía Norte,M,2014,5131,55-65
Araucanía Sur,M,2014,16309,55-65
Chiloé,M,2014,3862,55-65
Reloncavi,M,2014,8634,55-65
Osorno,M,2014,5908,55-65
Valdivia,M,2014,8088,55-65
Aysen,M,2014,2236,55-65
Magallanes,M,2014,4068,55-65
Metropolitano Central,M,2014,20765,55-65
Metropolitano Norte,M,2014,17508,55-65
Metropolitano Occidente,M,2014,26775,55-65
Metropolitano Oriente,M,2014,14585,55-65
Metropolitano Sur,M,2014,27201,55-65
Metropolitano Sur-Oriente,M,2014,31245,55-65
